What,0,1,2,3,4,Date,Hour,5,6,7
ABC most viewed,South-east Queensland on alert as inner Brisbane COVID exposure sites emerge,"Sally was 'left in a basket outside a pub' as a baby. At 61, she's found the woman who could've saved her","How effective are the Pfizer, Moderna and AstraZeneca COVID-19 vaccines?",Has Elon Musk found the 'holy grail' for getting to Mars?,"Sarah Everard's killer falsely arrested and handcuffed her, London court hears",2021-09-30,06,,,
ABC most viewed,South-east Queensland on alert as inner Brisbane COVID exposure sites emerge,'I wasn't meant to have it easy': Sally's mother 'left her in a basket outside a pub'. What followed was a life of trauma,"How effective are the Pfizer, Moderna and AstraZeneca COVID-19 vaccines?",Has Elon Musk found the 'holy grail' for getting to Mars?,The 'signature gem' of Australia is about to run out,2021-09-30,07,,,
ABC most viewed,'I wasn't meant to have it easy': Sally's mother 'left her in a basket outside a pub'. What followed was a life of trauma,"How effective are the Pfizer, Moderna and AstraZeneca COVID-19 vaccines?",The 'signature gem' of Australia is about to run out,"Sarah Everard was falsely arrested by her policeman killer for breaching COVID-19 rules, court hears",Has Elon Musk found the 'holy grail' for getting to Mars?,2021-09-30,08,,,
ABC most viewed,"Victoria records highest-ever daily COVID total with 1,438 cases and five deaths",Live: Queensland Premier to give 'important' COVID-19 update,"How effective are the Pfizer, Moderna and AstraZeneca COVID-19 vaccines?",'I wasn't meant to have it easy': Sally's mother 'left her in a basket outside a pub'. What followed was a life of trauma,"Queensland in 'very criticial moment' in COVID-19 pandemic, virologist warns",2021-09-30,09,,,
ABC most viewed,Live: Victoria reducing Pfizer interval to three weeks as state hits 80 per cent first-dose target,"Many of Victoria's 1,438 new COVID cases were driven by 'completely avoidable' rule breaches, Andrews says","For 50 years, Corri wondered what happened to Sally. Then she knocked on her door","How effective are the Pfizer, Moderna and AstraZeneca COVID-19 vaccines?",Has Elon Musk found the 'holy grail' for getting to Mars?,2021-09-30,11,,,
ABC most viewed,"New restrictions announced for south-east Queensland, Townsville region as state records six local COVID cases",Live: More than 500 Victorian cases linked to AFL grand final 'gatherings',"Many of Victoria's 1,438 new COVID cases were driven by 'completely avoidable' rule breaches, Andrews says","When Katie saw 'the love shack' listed for $200k, she knew it could be her perfect family home","For 50 years, Corri wondered what happened to Sally. Then she knocked on her door",2021-09-30,12,,,
ABC most viewed,Victorian outbreak spills into every pocket of Melbourne after weekend of rule-breaking,Live: More than 500 Victorian cases linked to AFL grand final 'gatherings',"New restrictions announced for south-east Queensland, Townsville region as state records six local COVID cases","When Katie saw 'the love shack' listed for $200k, she knew it could be her perfect family home",'We can't stuff it up': Berejiklian puts NSW on notice as state prepares for lockdown exit,2021-09-30,13,,,
ABC most viewed,Victorian outbreak spills into every pocket of Melbourne after weekend of rule-breaking,Live: More than 500 Victorian cases linked to AFL grand final 'gatherings',"New restrictions announced for south-east Queensland, Townsville region as state records six local COVID cases","When Katie saw 'the love shack' listed for $200k, she knew it could be her perfect family home",Pfizer and Moderna COVID-19 vaccines to be made available for over 60s from tomorrow,2021-09-30,14,,,
ABC most viewed,Victorian outbreak spills into every pocket of Melbourne after weekend of rule-breaking,Live: More than 500 Victorian cases linked to AFL grand final 'gatherings',"When Katie saw 'the love shack' listed for $200k, she knew it could be her perfect family home","The COVIDSafe app has cost $9m to date, but it hasn't uncovered any close contacts during the current outbreaks","New restrictions announced for south-east Queensland, Townsville region as state battles four separate outbreaks",2021-09-30,15,,,
ABC most viewed,Live: More than 500 Victorian cases linked to AFL grand final 'gatherings',Victorian outbreak spills into every pocket of Melbourne after weekend of rule-breaking,It's shaping up to be another stormy afternoon,"New restrictions announced for south-east Queensland, Townsville region as state battles four separate outbreaks","When Katie saw 'the love shack' listed for $200k, she knew it could be her perfect family home",2021-09-30,16,,,
ABC most viewed,Live: Regional Victorian students begin staggered return to school on Monday,Victorian outbreak spills into every pocket of Melbourne after weekend of rule-breaking,Squid Game is on track to become Netflix's most popular show ever. Here's what you need to know,"Hail, heavy rain and a tornado as storms lash multiple states","When Katie saw 'the love shack' listed for $200k, she knew it could be her perfect family home",2021-09-30,17,,,
ABC most viewed,Victorian outbreak spills into every pocket of Melbourne after weekend of rule-breaking,Live: Regional Victorian students begin staggered return to school on Monday,'Early positive' COVID-19 test for SA truck driver as state reaches 50 per cent fully vaccinated,"When Katie saw 'the love shack' listed for $200k, she knew it could be her perfect family home",Squid Game is on track to become Netflix's most popular show ever. Here's what you need to know,2021-09-30,18,,,
ABC most viewed,'Everything was swirling around': Three injured as NSW tornado leaves 30km trail of destruction,Victorian outbreak spills into every pocket of Melbourne after weekend of rule-breaking,"When Katie saw 'the love shack' listed for $200k, she knew it could be her perfect family home","Hail, heavy rain and a tornado as storms lash multiple states",Squid Game is on track to become Netflix's most popular show ever. Here's what you need to know,2021-09-30,19,,,
ABC most viewed,'Everything was swirling around': Three injured as NSW tornado leaves 30km trail of destruction,Victorian outbreak spills into every pocket of Melbourne after weekend of rule-breaking,"When Katie saw 'the love shack' listed for $200k, she knew it could be her perfect family home",Squid Game is on track to become Netflix's most popular show ever. Here's what you need to know,BOM issues warnings as wild storms with large hail whip through southern Queensland,2021-09-30,20,,,
ABC most viewed,'Everything was swirling around': Three injured as NSW tornado leaves 30km trail of destruction,Victorian outbreak spills into every pocket of Melbourne after weekend of rule-breaking,"When Katie saw 'the love shack' listed for $200k, she knew it could be her perfect family home",Squid Game is on track to become Netflix's most popular show ever. Here's what you need to know,"COVID alert at John Hunter Hospital's baby ICU and maternity ward, as six parents test positive",2021-09-30,21,,,
ABC most viewed,Policeman who killed Sarah Everard given life sentence,'Everything was swirling around': Three injured as NSW tornado leaves 30km trail of destruction,Victorian outbreak spills into every pocket of Melbourne after weekend of rule-breaking,"When Katie saw 'the love shack' listed for $200k, she knew it could be her perfect family home",Squid Game is on track to become Netflix's most popular show ever. Here's what you need to know,2021-09-30,22,,,
ABC most viewed,Policeman who killed Sarah Everard given life sentence,'Everything was swirling around': Three injured as NSW tornado leaves 30km trail of destruction,Victorian outbreak spills into every pocket of Melbourne after weekend of rule-breaking,"When Katie saw 'the love shack' listed for $200k, she knew it could be her perfect family home",Squid Game is on track to become Netflix's most popular show ever. Here's what you need to know,2021-09-30,23,,,
ABC most viewed,'Everything was swirling around': Three injured as NSW tornado leaves 30km trail of destruction,Policeman who killed Sarah Everard given life sentence,Victorian outbreak spills into every pocket of Melbourne after weekend of rule-breaking,"When Katie saw 'the love shack' listed for $200k, she knew it could be her perfect family home",Squid Game is on track to become Netflix's most popular show ever. Here's what you need to know,2021-10-01,00,,,
ABC most viewed,Policeman who killed Sarah Everard given life sentence,'Everything was swirling around': Three injured as NSW tornado leaves 30km trail of destruction,Victorian outbreak spills into every pocket of Melbourne after weekend of rule-breaking,"When Katie saw 'the love shack' listed for $200k, she knew it could be her perfect family home",Squid Game is on track to become Netflix's most popular show ever. Here's what you need to know,2021-10-01,01,,,
ABC most viewed,Q+A panellists issue warning on what could happen if Australia reopens too quickly,Policeman who killed Sarah Everard given life sentence,'Everything was swirling around': Three injured as NSW tornado leaves 30km trail of destruction,"When Katie saw 'the love shack' listed for $200k, she knew it could be her perfect family home",Victorian outbreak spills into every pocket of Melbourne after weekend of rule-breaking,2021-10-01,02,,,
ABC most viewed,Q+A panellists issue warning on what could happen if Australia reopens too quickly,'Everything was swirling around': Three injured as NSW tornado leaves 30km trail of destruction,Policeman who killed Sarah Everard given life sentence,Victorian outbreak spills into every pocket of Melbourne after weekend of rule-breaking,India is building strategically important tunnels to the remote Himalayan region of Ladakh,2021-10-01,03,,,
ABC most viewed,Q+A panellists issue warning on what could happen if Australia reopens too quickly,Policeman who killed Sarah Everard given life sentence,'Everything was swirling around': Three injured as NSW tornado leaves 30km trail of destruction,"When Katie saw 'the love shack' listed for $200k, she knew it could be her perfect family home",Victorian outbreak spills into every pocket of Melbourne after weekend of rule-breaking,2021-10-01,04,,,
ABC most viewed,"Former policeman who killed Sarah Everard gets most severe sentence, is set to die in jail",Q+A panellists issue warning on what could happen if Australia reopens too quickly,'Everything was swirling around': Three injured as NSW tornado leaves 30km trail of destruction,"When Katie saw 'the love shack' listed for $200k, she knew it could be her perfect family home",Victorian outbreak spills into every pocket of Melbourne after weekend of rule-breaking,2021-10-01,05,,,
ABC most viewed,"Former policeman who killed Sarah Everard gets most severe sentence, is set to die in jail",What Victoria's COVID-19 surge means for the roadmap,Q+A panellists issue warning on what could happen if Australia reopens too quickly,Daylight saving time is just around the corner — here's when you'll spring forward into summer,How a tornado formed in western NSW and why it's more common than you think,2021-10-01,06,,,
ABC most viewed,What Victoria's COVID-19 surge means for the roadmap,"Former policeman who killed Sarah Everard gets most severe sentence, is set to die in jail",Queenslanders to get clarity on roadmap as state juggles four COVID-19 clusters,"Live: National Cabinet talks to shed light on path to freedom, capacity of health system",Morrison's career lives or dies on how he navigates the next few months,2021-10-01,07,,,
ABC most viewed,Victoria faces fallout from grand final house party COVID cases,Today is shaping up as a watershed in Queensland's COVID fight,"Former policeman who killed Sarah Everard gets most severe sentence, is set to die in jail","Live: National Cabinet talks to shed light on path to freedom, capacity of health system","The simple trick used by psychics, horoscopes and personality tests to make you feel seen",2021-10-01,08,,,
ABC most viewed,Live: International border announcement expected this morning,Victoria faces fallout from grand final house party COVID cases,Today is shaping up as a watershed in Queensland's COVID fight,Anti-vaxxers revel in slip up from Victorian Health Minister Martin Foley,"Former policeman who killed Sarah Everard gets most severe sentence, is set to die in jail",2021-10-01,09,,,
ABC most viewed,Live: International border announcement expected today,NSW records 864 COVID-19 cases and 15 deaths,Queensland avoids lockdown despite two COVID cases being infectious on the Gold Coast,"Victoria records 1,143 new COVID cases and three deaths",Anti-vaxxers revel in slip up from Victorian Health Minister Martin Foley,2021-10-01,11,,,
ABC most viewed,"Victoria expands vaccination mandate to on-site authorised workers as 1,143 new cases recorded",Live: International border announcement expected today,Dozens potentially given harmless saline injection instead of Pfizer in Melbourne vaccination mix-up,NSW records 864 COVID-19 cases and 15 deaths,Queensland avoids lockdown despite two COVID cases being infectious on the Gold Coast,2021-10-01,12,,,
ABC most viewed,Live: 'It's time to give Australians their lives back': PM outlines travel plan,"Victoria expands vaccination mandate to on-site authorised workers as 1,143 new cases recorded",NSW records 864 COVID-19 cases and 15 deaths,Dozens potentially given harmless saline injection instead of Pfizer in Melbourne vaccination mix-up,Queensland avoids lockdown despite two COVID cases being infectious on the Gold Coast,2021-10-01,13,,,
ABC most viewed,Live: 'It's time to give Australians their lives back': PM outlines travel plan,'Everything was swirling around': Three injured as NSW tornado leaves 30km trail of destruction,Victorian outbreak spills into every pocket of Melbourne after weekend of rule-breaking,Victoria faces fallout from grand final house party COVID cases,"Former policeman who killed Sarah Everard gets most severe sentence, is set to die in jail",2021-10-01,14,,,
ABC most viewed,Live: 'It's time to give Australians their lives back': PM outlines travel plan,'Everything was swirling around': Three injured as NSW tornado leaves 30km trail of destruction,Victoria faces fallout from grand final house party COVID cases,Victorian outbreak spills into every pocket of Melbourne after weekend of rule-breaking,"Former policeman who killed Sarah Everard gets most severe sentence, is set to die in jail",2021-10-01,15,,,
ABC most viewed,Live: 'It's time to give Australians their lives back': PM outlines travel plan,'Everything was swirling around': Three injured as NSW tornado leaves 30km trail of destruction,Live: Berejiklain's bombshell resignation 'right decision',Victoria faces fallout from grand final house party COVID cases,"Former policeman who killed Sarah Everard gets most severe sentence, is set to die in jail",2021-10-01,16,,,
ABC most viewed,Live: Berejiklian's bombshell resignation 'right decision',Live: 'It's time to give Australians their lives back': PM outlines travel plan,Gladys Berejiklian resigns after corruption watchdog announces probe into relationship with Daryl Maguire,'Everything was swirling around': Three injured as NSW tornado leaves 30km trail of destruction,Victoria faces fallout from grand final house party COVID cases,2021-10-01,17,,,
ABC most viewed,Live: Berejiklian's bombshell resignation 'right decision',Live: 'It's time to give Australians their lives back': PM outlines travel plan,International travel to start again next month as PM announces border reopening,Gladys Berejiklian resigns after corruption watchdog announces probe into relationship with Daryl Maguire,Berejiklian invincible as NSW Premier until personal 'stuff up',2021-10-01,18,,,
ABC most viewed,As it happened: Berejiklian's bombshell resignation 'right decision',Why Berejiklian resigned: Everything you need to know about corruption inquiry into departing Premier,'It's time to give Australians their lives back': PM outlines travel plan — as it happened,'It's time to give Australians their lives back': PM says international travel to start again next month,Dreaming of a holiday? International travel won't be quite as straightforward as before,2021-10-01,19,,,
ABC most viewed,Why Berejiklian resigned: Everything you need to know about corruption inquiry into departing Premier,Greater Shepparton entering seven-day lockdown from midnight,'It's time to give Australians their lives back': PM says international travel to start again next month,As it happened: Berejiklian's bombshell resignation 'right decision',"WA Premier Mark McGowan holds firm setting overseas travel date, baulks at home quarantine",2021-10-01,20,,,
ABC most viewed,Why Berejiklian resigned: Everything you need to know about corruption inquiry into departing Premier,'It's time to give Australians their lives back': PM says international travel to start again next month,"WA Premier Mark McGowan holds firm setting overseas travel date, baulks at home quarantine",Greater Shepparton entering seven-day lockdown from midnight,Meet the men in the mix to take NSW's top job,2021-10-01,21,,,
ABC most viewed,Why Berejiklian resigned: Everything you need to know about corruption inquiry into departing Premier,'It's time to give Australians their lives back': PM says international travel to start again next month,"WA Premier Mark McGowan holds firm setting overseas travel date, baulks at home quarantine",Meet the men in the mix to take NSW's top job,Why Gladys had to go,2021-10-01,22,,,
ABC most viewed,Why Berejiklian resigned: Everything you need to know about corruption inquiry into departing Premier,'It's time to give Australians their lives back': PM says international travel to start again next month,How Victorians have reacted to vaccine mandates set to affect around a million workers,"WA Premier Mark McGowan holds firm setting overseas travel date, baulks at home quarantine",Why Gladys had to go,2021-10-01,23,,,
ABC most viewed,Why Berejiklian resigned: Everything you need to know about corruption inquiry into departing Premier,'It's time to give Australians their lives back': PM says international travel to start again next month,How Victorians have reacted to vaccine mandates set to affect around a million workers,"WA Premier Mark McGowan holds firm setting overseas travel date, baulks at home quarantine",Meet the men in the mix to take NSW's top job,2021-10-02,00,,,
ABC most viewed,Why Berejiklian resigned: Everything you need to know about corruption inquiry into departing Premier,DNA and death note show former French police officer to be serial killer,How Victorians have reacted to vaccine mandates set to affect around a million workers,'It's time to give Australians their lives back': PM says international travel to start again next month,"WA Premier Mark McGowan holds firm setting overseas travel date, baulks at home quarantine",2021-10-02,01,,,
ABC most viewed,Why Berejiklian resigned: Everything you need to know about corruption inquiry into departing Premier,How Victorians have reacted to vaccine mandates set to affect around a million workers,'It's time to give Australians their lives back': PM says international travel to start again next month,DNA and death note show former French police officer to be serial killer,"WA Premier Mark McGowan holds firm setting overseas travel date, baulks at home quarantine",2021-10-02,02,,,
ABC most viewed,Why Berejiklian resigned: Everything you need to know about corruption inquiry into departing Premier,How Victorians have reacted to vaccine mandates set to affect around a million workers,DNA and death note show former French police officer to be serial killer,'It's time to give Australians their lives back': PM says international travel to start again next month,"WA Premier Mark McGowan holds firm setting overseas travel date, baulks at home quarantine",2021-10-02,03,,,
ABC most viewed,Why Berejiklian resigned: Everything you need to know about corruption inquiry into departing Premier,How Victorians have reacted to vaccine mandates set to affect around a million workers,DNA and death note show former French police officer to be serial killer,'It's time to give Australians their lives back': PM says international travel to start again next month,Russia 'concerned' that Australia will have nuclear-powered submarines,2021-10-02,04,,,
ABC most viewed,Why Berejiklian resigned: Everything you need to know about corruption inquiry into departing Premier,How Victorians have reacted to vaccine mandates set to affect around a million workers,DNA and death note show former French police officer to be serial killer,'I might get infected then bring it home': Woolworths accused of risking worker safety to keep stores stocked,"WA Premier Mark McGowan holds firm setting overseas travel date, baulks at home quarantine",2021-10-02,05,,,
ABC most viewed,One politician has fallen this week. Another has a glimmer in his eye,'I might get infected then bring it home': Woolworths accused of risking worker safety to keep stores stocked,"When you'll likely be able to travel overseas, depending on which state you're in",DNA and death note show former French police officer to be serial killer,Why Berejiklian resigned: Everything you need to know about corruption inquiry into departing Premier,2021-10-02,06,,,
ABC most viewed,Joe Ferrari had a fleet of luxury cars and a famous girlfriend. Then a secret 'torture' video emerged,One politician has fallen this week. Another has a glimmer in his eye,"'I have bills to pay': David was told to isolate, but felt he had no choice but to return to work",'I wouldn't walk there myself': This beach is so dangerous you could get fined for walking on it,DNA and death note show former French police officer to be serial killer,2021-10-02,07,,,
ABC most viewed,Joe Ferrari had a fleet of luxury cars and a famous girlfriend. Then a secret 'torture' video emerged,One politician has fallen this week. Another has a glimmer in his eye,Live: Rise in COVID cases sees three regions across Victoria and NSW re-enter lockdown,"'I have bills to pay': David was told to isolate, but then a rule change meant he had to go back to work",'I wouldn't walk there myself': This beach is so dangerous you could get fined for walking on it,2021-10-02,08,,,
ABC most viewed,Live: Rise in COVID cases sees three regions across Victoria and NSW re-enter lockdown,Joe Ferrari had a fleet of luxury cars and a famous girlfriend. Then a secret 'torture' video emerged,One politician has fallen this week. Another has a glimmer in his eye,"It's about 20 million years old, and about to fall: The Victorian beach that's too dangerous to walk on","Berejiklian backed some huge projects, but two particular grants are in ICAC's sights",2021-10-02,09,,,
ABC most viewed,Live: Victorian officials to provide COVID update,Queensland records two new COVID-19 community cases,Joe Ferrari had a fleet of luxury cars and a famous girlfriend. Then a secret 'torture' video emerged,"It's about 20 million years old, and about to fall: The Victorian beach that's too dangerous to walk on","Shepparton snaps back into lockdown as Victoria records highest ever tally of 1,488 COVID cases",2021-10-02,11,,,
ABC most viewed,Live: Victoria ‘far from happy’ over what it calls ‘blatant favourable treatment for NSW’ during pandemic,'A long road ahead': Warning for next Premier as NSW records 813 new COVID cases,Joe Ferrari had a fleet of luxury cars and a famous girlfriend. Then a secret 'torture' video emerged,One politician has fallen this week. Another has a glimmer in his eye,"It's about 20 million years old, and about to fall: The Victorian beach that's too dangerous to walk on",2021-10-02,12,,,
ABC most viewed,Live: Victoria 'far from happy' over what it calls ‘blatant favourable treatment for NSW' during pandemic,"It's about 20 million years old, and about to fall: The Victorian beach that's too dangerous to walk on",Joe Ferrari had a fleet of luxury cars and a famous girlfriend. Then a secret 'torture' video emerged,'A long road ahead': Warning for next Premier as NSW records 813 new COVID cases,One politician has fallen this week. Another has a glimmer in his eye,2021-10-02,13,,,
ABC most viewed,Three regions across two states back in lockdown as Brisbane goes ahead with NRL grand final — as it happened,"It's about 20 million years old, and about to fall: The Victorian beach that's too dangerous to walk on",Joe Ferrari had a fleet of luxury cars and a famous girlfriend. Then a secret 'torture' video emerged,'A long road ahead': Warning for next Premier as NSW records 813 new COVID cases,One politician has fallen this week. Another has a glimmer in his eye,2021-10-02,14,,,
ABC most viewed,"It's about 20 million years old, and about to fall: The Victorian beach that's too dangerous to walk on","Shepparton snaps back into lockdown as Victoria records highest-ever tally of 1,488 COVID cases",Joe Ferrari had a fleet of luxury cars and a famous girlfriend. Then a secret 'torture' video emerged,'A long road ahead': Warning for next Premier as NSW records 813 new COVID cases,One politician has fallen this week. Another has a glimmer in his eye,2021-10-02,15,,,
ABC most viewed,"It's about 20 million years old, and about to fall: The Victorian beach that's too dangerous to walk on","Queensland Premier visits Gold Coast cafe, reportedly one hour after a COVID case was there",Joe Ferrari had a fleet of luxury cars and a famous girlfriend. Then a secret 'torture' video emerged,One politician has fallen this week. Another has a glimmer in his eye,'A long road ahead': Warning for next Premier as NSW records 813 new COVID cases,2021-10-02,16,,,
ABC most viewed,"It's about 20 million years old, and about to fall: The Victorian beach that's too dangerous to walk on",South Australia records two new cases of COVID-19,"Queensland Premier visits Gold Coast cafe, reportedly one hour after a COVID case was there",Joe Ferrari had a fleet of luxury cars and a famous girlfriend. Then a secret 'torture' video emerged,Victorian police arrest protesters at rally against vaccine mandates,2021-10-02,17,,,
ABC most viewed,"Illegal gatherings 'factor entirely' into Victoria's record-high 1,488 new COVID cases, authorities say","It's about 20 million years old, and about to fall: The Victorian beach that's too dangerous to walk on",South Australia records two new cases of COVID-19,Joe Ferrari had a fleet of luxury cars and a famous girlfriend. Then a secret 'torture' video emerged,Victorian police arrest protesters at rally against vaccine mandates,2021-10-02,18,,,
ABC most viewed,"Illegal gatherings 'factor entirely' into Victoria's record-high 1,488 new COVID cases, authorities say",Philippine president Duterte announces retirement from politics,"It's about 20 million years old, and about to fall: The Victorian beach that's too dangerous to walk on",Deaths of four young people in Melbourne car crash leaves 'a gaping wound in the community',Joe Ferrari had a fleet of luxury cars and a famous girlfriend. Then a secret 'torture' video emerged,2021-10-02,19,,,
ABC most viewed,"Illegal gatherings 'factor entirely' into Victoria's record-high 1,488 new COVID cases, authorities say",Philippine president Duterte announces retirement from politics,Deaths of four young people in Melbourne car crash leaves 'a gaping wound in the community',"It's about 20 million years old, and about to fall: The Victorian beach that's too dangerous to walk on",Joe Ferrari had a fleet of luxury cars and a famous girlfriend. Then a secret 'torture' video emerged,2021-10-02,20,,,
ABC most viewed,"Illegal gatherings 'factor entirely' into Victoria's record-high 1,488 new COVID cases, authorities say",Philippine president Duterte announces retirement from politics,Deaths of four young people in Melbourne car crash leaves 'a gaping wound in the community',"It's about 20 million years old, and about to fall: The Victorian beach that's too dangerous to walk on",Joe Ferrari had a fleet of luxury cars and a famous girlfriend. Then a secret 'torture' video emerged,2021-10-02,21,,,
ABC most viewed,"Illegal gatherings 'factor entirely' into Victoria's record-high 1,488 new COVID cases, authorities say",Donald Trump asks US judge to force Twitter to restart his account,Philippine president Duterte announces retirement from politics,Deaths of four young people in Melbourne car crash leaves 'a gaping wound in the community',"It's about 20 million years old, and about to fall: The Victorian beach that's too dangerous to walk on",2021-10-02,22,,,
ABC most viewed,Donald Trump asks US judge to force Twitter to restart his account,"Illegal gatherings 'factor entirely' into Victoria's record-high 1,488 new COVID cases, authorities say",Philippine president Duterte announces retirement from politics,"It's about 20 million years old, and about to fall: The Victorian beach that's too dangerous to walk on",Deaths of four young people in Melbourne car crash leaves 'a gaping wound in the community',2021-10-02,23,,,
ABC most viewed,Tasmania records new case of COVID-19 in quarantine,Daylight saving time is just around the corner — here's when you'll spring forward into summer,Donald Trump asks US judge to force Twitter to restart his account,Philippine president Duterte announces retirement from politics,"Illegal gatherings 'factor entirely' into Victoria's record-high 1,488 new COVID cases, authorities say",2021-10-03,00,,,
ABC most viewed,Tasmania records new case of COVID-19 in quarantine,Donald Trump asks US judge to force Twitter to restart his account,Philippine president Duterte announces retirement from politics,Daylight saving time is just around the corner — here's when you'll spring forward into summer,"Illegal gatherings 'factor entirely' into Victoria's record-high 1,488 new COVID cases, authorities say",2021-10-03,01,,,
ABC most viewed,Tasmania records new case of COVID-19 in quarantine,Donald Trump asks US judge to force Twitter to restart his account,Philippine president Duterte announces retirement from politics,"It's about 20 million years old, and about to fall: The Victorian beach that's too dangerous to walk on","Illegal gatherings 'factor entirely' into Victoria's record-high 1,488 new COVID cases, authorities say",2021-10-03,02,,,
ABC most viewed,Philippine president Duterte announces retirement from politics,Tasmania records new case of COVID-19 in quarantine,Donald Trump asks US judge to force Twitter to restart his account,Joe Ferrari had a fleet of luxury cars and a famous girlfriend. Then a secret 'torture' video emerged,"It's about 20 million years old, and about to fall: The Victorian beach that's too dangerous to walk on",2021-10-03,03,,,
ABC most viewed,Tasmania records new case of COVID-19 in quarantine,Philippine president Duterte announces retirement from politics,Donald Trump asks US judge to force Twitter to restart his account,"It's about 20 million years old, and about to fall: The Victorian beach that's too dangerous to walk on","Illegal gatherings 'factor entirely' into Victoria's record-high 1,488 new COVID cases, authorities say",2021-10-03,04,,,
ABC most viewed,Tasmania records new case of COVID-19 in quarantine,Donald Trump asks US judge to force Twitter to restart his account,Philippine president Duterte announces retirement from politics,"Illegal gatherings 'factor entirely' into Victoria's record-high COVID figures cases, authorities say","It's about 20 million years old, and about to fall: The Victorian beach that's too dangerous to walk on",2021-10-03,05,,,
ABC most viewed,"At 45, Brett Farmer was diagnosed with testicular cancer. He says his life as a 'smoke chewer' is to blame",How an obscure shooting association grant brought down Berejiklian,'It doesn’t care how popular the person is':  ICAC insider defends timing of Berejiklian probe,Jingxian is fully vaccinated but Australia didn't recognise it — until now,Tasmania records new case of COVID-19 in quarantine,2021-10-03,06,,,
ABC most viewed,"At 45, Brett Farmer was diagnosed with testicular cancer. He says his life as a 'smoke chewer' is to blame",How an obscure shooting association grant brought down Berejiklian,"'Timing is perfect' for ICAC investigation into Berejiklian, top silk says",Evergrande's woes may not trigger the next global crisis. But they're still very bad for Australia,Phoebe told the doctors she was fleeing domestic violence. They diagnosed her as 'delusional',2021-10-03,07,,,
ABC most viewed,"Testing blitz for students continues as Victoria records 1,220 cases of COVID-19","At 45, Brett Farmer was diagnosed with testicular cancer. He says his life as a 'smoke chewer' is to blame","'Timing is perfect' for ICAC investigation into Berejiklian, top silk says",How an obscure shooting association grant brought down Berejiklian,Phoebe thought she would be safe at the hospital. But the staff forced her to meet with her husband,2021-10-03,08,,,
ABC most viewed,Live: NRL fans urged to follow COVID rules on grand final day,"Testing blitz for students continues as Victoria records 1,220 cases of COVID-19","'Timing is perfect' for ICAC investigation into Berejiklian, top silk says",How an obscure shooting association grant brought down Berejiklian,Phoebe thought she would be safe at the hospital. But the staff forced her to meet with her husband,2021-10-03,09,,,
ABC most viewed,"Live: Queensland Premier off to NRL final on doughnut day, as NSW records fewest COVID cases since August",NSW records 'dramatic drop' in cases as self-quarantine rules for vaccinated people change,NSW Transport Minister Andrew Constance to quit state politics,"China's property giant collapse might not hurt the world's economy, but pain lies ahead for Australia",NRL grand final to go ahead in Brisbane as Queensland records no new community cases,2021-10-03,11,,,
ABC most viewed,"Live: Queensland Premier off to NRL final on doughnut day, as NSW records fewest COVID cases since August",NSW records 'dramatic drop' in cases as self-quarantine rules for vaccinated people change,"Three students positive in testing blitz as Victoria records 1,220 cases of COVID-19","China's property giant collapse might not hurt the world's economy, but pain lies ahead for Australia",NSW Transport Minister Andrew Constance to quit state politics for federal tilt,2021-10-03,12,,,
ABC most viewed,"Live: Queensland Premier off to NRL final on doughnut day, as NSW records fewest COVID cases since August",NSW records 'dramatic drop' in cases as self-quarantine rules for vaccinated people change,"Three students positive in testing blitz as Victoria records 1,220 cases of COVID-19","China's property giant collapse might not hurt the world's economy, but pain lies ahead for Australia","'Timing is perfect' for ICAC investigation into Berejiklian, top silk says",2021-10-03,13,,,
ABC most viewed,"COVID-19 patients 'begging' for vaccines before being put on life support, Melbourne nurses say",NSW records 'dramatic drop' in cases as self-quarantine rules for vaccinated people change,New isolation requirements and greater business flexibility: Here's what's changing in NSW,"Live: Queensland Premier off to NRL final on doughnut day, as NSW records fewest COVID cases since August",Phoebe thought she would be safe at the hospital. But the staff forced her to meet with her husband,2021-10-03,14,,,
ABC most viewed,"COVID-19 patients 'begging' for vaccines before being put on life support, Melbourne nurses say",NSW records 'dramatic drop' in cases as self-quarantine rules for vaccinated people change,New isolation requirements and greater business flexibility: Here's what's changing in NSW,Alex Jones loses defamation cases over Sandy Hook shooting 'hoax' conspiracy,"China's property giant collapse might not hurt the world's economy, but pain lies ahead for Australia",2021-10-03,15,,,
ABC most viewed,"COVID-19 patients 'begging' for vaccines before being put on life support, Melbourne nurses say",South Australian border bubble with Victoria to shrink after positive COVID case identified,NSW records 'dramatic drop' in cases as self-quarantine rules for vaccinated people change,New isolation requirements and greater business flexibility: Here's what's changing in NSW,"Diplomat in Perth tests positive for COVID-19, but WA Premier says he is 'low risk' to community",2021-10-03,16,,,
ABC most viewed,Dominic Perrottet set to be new Premier of NSW,"COVID-19 patients 'begging' for vaccines before being put on life support, Melbourne nurses say",South Australian border bubble with Victoria to shrink after positive COVID case identified,NSW records 'dramatic drop' in cases as self-quarantine rules for vaccinated people change,"Diplomat in Perth tests positive for COVID-19, but WA Premier says he is 'low risk' to community",2021-10-03,17,,,
